age,gender,relationship,occasion,budget,interests,gift_name,description,link,rating,image_link
28,Male,Boss,Graduation,500,"Volunteering,Fashion",Jewelry Box,Premium design jewelry box,https://www.amazon.in/ENBRWAS-Travel-Jewelry-Box-Necklaces/dp/B0CHJ1SWX2/ref=sr_1_1_sspa?crid=1FWGBR2CFDAQ&dib=eyJ2IjoiMSJ9.lcYLO_amsIwUlDWLrGpMrmCe1gYrSZL8yz9J5B5T3_nXqBgFlkxkWfawjug42c5REotxDq63PitvxVJ7o8O1_CDNN0DgwUfkJmJHavyWeFXPFdpMDvkYk_xw1uGi089Do0AgRE5_RThl3ZTpemeXK4JZaQ9Zh4On6wtrfa3AlrWF1SQdR44ANzHiBdUYf-hCvCjbawBb4cIO3xdozQ43laV7OP2oZeifoEmFdqpTjPTFZUmuNTlJ87XZB0x91M4praMU43EpHMVXTQHS8dfvO7glz6NkFBs1nG71zxEFXBA.zBv1eOy1R7_SK9OpRRZSUPNLdVRMFAN2TN5WIYmI3SE&dib_tag=se&keywords=jeweller%2Bbox%2Bblue&qid=1746543073&sprefix=%2Caps%2C227&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,4,https://m.media-amazon.com/images/I/417n17ygL5L._SX300_SY300_QL70_FMwebp_.jpg
24,Male,Teammate,Christmas,10000,"Health,Crafts,Investing,Nature",Handmade Bracelet,Trendy and stylish handmade bracelet,https://www.amazon.in/Yellow-Chimes-Titanium-Bracelet-YCFJBR-290STLTIM-BK/dp/B094FZ7951/ref=sr_1_58_sspa?crid=1NTG6Z0S247&dib=eyJ2IjoiMSJ9.-liCG1uPqB9SJJUsEwYFUBLLj3ruHSAeDq32KyB6p7ilrccjissvgkNrneArO-vGM_is4yrZkb-mB9KPlJIR99bNDBRgJ-HOCF3lGdOR_fiLCpIYpSkMweuPgsHkpttnzwLSlMbJ-zV7rSU1-7GcttF9r5j_Hl7NyxDz5JEDC8Mnd2wkb201OqO_1CR29BWqY-SzhVN6yv01qqK0FBwSx7NEg_bdFSBF7_2tqKJujQMQNmsiWgExj_sOTh311Pn-07S_AKMz8MJA208dIUGoRImz8Il2NED0YtwTZmjPWZ8.T3Hz7YH6VdTd7-3lo6Iom8dUl9ix1P1T2O2zim6g9FQ&dib_tag=se&keywords=HAND%2BMADE%2BBRACELET%2BBLACK&qid=1746543115&sprefix=hand%2Bmade%2Bbracelet%2Bblack%2Caps%2C213&sr=8-58-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&th=1,5,https://m.media-amazon.com/images/I/6122wUkyaZL._SY500_.jpg
22,Female,Teacher,Anniversary,50000,"Science,Gardening",Board Game,Handmade with love board game,https://www.amazon.in/Home4U-London-Skyline-Marble-Luxury/dp/B0DXFK2YQX/ref=sr_1_6?crid=2WBJ5SB6KLDIC&dib=eyJ2IjoiMSJ9.4ot4x8RYxp9PLqbQZqg6GonlbiQBJ6RaED16YXw1UjXot-WFUec1709-nkGbUQ4BsOJLZ_t2euSRxJY4t7kBgby2tEA2QTuVkBy4EuoL2_nMx6UVumFfJm4ysPY53OoXP1nNvo1H9sSB0JtTSH_xroq5T6wRA1vb6rPGGOc0WDARaStPJ8aNd0vds4yJ45Qkmx8-dZUDtxJrC7if2UuOcvIbPybbLlzTJbuLG8j2Hk4H5gNLoFz4yIShNn_ls9q2X6O0HBS5D2k6CtX9TX-T2CPUaK4pi5YqFXyPxVb8sVQ.XVRYwi1WmK1IX2GJdT7xdW4SL7pvrFjERto25YA2FOU&dib_tag=se&keywords=chess+board+london+city+theme&qid=1746543279&sprefix=chess+board+london+city+theme%2Caps%2C206&sr=8-6,5,https://m.media-amazon.com/images/I/31jLiq+OXJL._SY300_SX300_.jpg
42,Female,Sister,Mother's Day,5000,"Fashion,Sports",Customized T-shirt,Tech-savvy and modern customized t-shirt,https://www.amazon.in/HisenHer-Personalized-T-Shirt-Company-Customized/dp/B0DJNW3XWK/ref=sr_1_1_sspa?crid=2HGH5MUIC4QKY&dib=eyJ2IjoiMSJ9.SE7wJinGP30C2EbaC4ATmhHkz9ByFruO1gncr67mQuItRT3fG4u01_cndPPifhlmTXlWClRVxM8sId-qlK_6oA4gXEwZX8eAQL4dmBTXT0NiMjkKaQoIUOZMgxHKEKRvR0TlFKXixa98WxADcSJmQ497Lc492fYeW-2x1TNBxegyKgCeRojWSh_x9oPBABg29w4k6Kfmf7s-oHrjdHiYCsAqmzvlIQr_UhKRzwGaDR-Et-v6m6LFYnjNdhbuvTg56d-21Dy0ruj-rg5_dVFzB72CBwvXnmZPsadN6fLebSw.5jgTkMve3rmNB_Sl3n7lD02mgNeo2yUyPJgWF_kyWbM&dib_tag=se&keywords=customised%2Bt%2Bshirt&qid=1746543358&sprefix=customised%2Bt%2Bshirt%2Caps%2C210&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,3,https://m.media-amazon.com/images/I/5167vSMDhZL._SX522_.jpg
34,Male,Teammate,Housewarming,5000,"Magic,Gardening",Perfume Set,High quality perfume set,https://example.com/perfumeset,5,https://m.media-amazon.com/images/I/41jJbz7fmcL._SX300_SY300_QL70_FMwebp_.jpg
45,Male,Son,Birthday,200,"Sports,Crafts",Camera Lens,Eco-friendly materials camera lens,https://example.com/cameralens,4,https://m.media-amazon.com/images/I/41u6q7Dd+JL._SY300_SX300_.jpg
45,Female,Sister,Promotion,10000,"Movies,Animals,Makeup",Elegant Pendant,Trendy and stylish elegant pendant,https://example.com/elegantpendant,4,https://m.media-amazon.com/images/I/51f1XcdVatL._SY500_.jpg
41,Male,Mentor,Achievement Celebration,50000,"Theater,Meditation,Travel",Art Supplies,Handmade with love art supplies,https://example.com/artsupplies,4,https://m.media-amazon.com/images/I/311KRBfwLOL._SX300_SY300_QL70_FMwebp_.jpg
45,Female,Wife,Christmas,50000,"Meditation,Animals",LED Lamp,Compact and practical led lamp,https://example.com/ledlamp,5,https://m.media-amazon.com/images/I/71M2yBRSnWL._SY741_.jpg
27,Male,Boss,Graduation,5000,"Investing,Board Games",Hiking Gear,Premium design hiking gear,https://www.amazon.in/Losa-264PCS-Fishing-Tools-Type/dp/B0C6XBY54L/ref=sr_1_81?crid=2I53EO2VTZHNL&dib=eyJ2IjoiMSJ9.NzeqJic3XmcWaG8Vfj67pbeQBQs4czGHJY_zJ44s9-dGIEj2-j6YQXCFEZI_YDs-w-_GmeOaGX8lbrhqzKO3r_u6jcjdTQsD8IK_RMA3lBpOUxD3eYvwoKLBCDUXsmILmuhHntc8OtQaY4wnuFYAqnv1kmT0kbIpqhDpuLo-HjAqLnnrOI6MeTNhmZ82MxH6vMjLZJwoq9GFto4cy8sYUR7S0ts6LL5FYh-TBOge_B4V2Isyd_MxY7LyLyOCWTM2ftnhUa1oJKrfDbJg9jHenrEDpm9d6q3XAZzdNh23sWw.EiJB1yek-xGgAPaB8O01SEUUV9XUhCGG9lRlmAttyTQ&dib_tag=se&keywords=premium+hiking+equipments&qid=1746538627&refinements=p_36%3A300000-500000&rnid=1318502031&sprefix=premium+hiking+equipments%2Caps%2C181&sr=8-81&xpid=WkMeBotaXT_3g,3,https://m.media-amazon.com/images/I/51JelcsrOPL._SY300_SX300_QL70_FMwebp_.jpg
33,Male,Uncle,Graduation,200,"Music,Blogging,Writing",Board Game,High quality board game,https://example.com/boardgame,4,https://m.media-amazon.com/images/I/41L+yhGMCAL._SY300_SX300_.jpg
22,Male,Father,Anniversary,5000,"Science,Parenting,Crafts",Photo Frame,High quality photo frame,https://example.com/photoframe,3,https://m.media-amazon.com/images/I/518XSfMeomL._SX300_SY300_QL70_FMwebp_.jpg
19,Female,Boss,Anniversary,2000,"Food,Anime",Massage Gun,Handmade with love massage gun,https://example.com/massagegun,3,https://m.media-amazon.com/images/I/41vUSfAI6JL._SX300_SY300_QL70_FMwebp_.jpg
35,Female,Boss,Anniversary,1000,"Vlogging,Gardening,Magic",Indoor Plant,Trendy and stylish indoor plant,https://example.com/indoorplant,4,https://m.media-amazon.com/images/I/41MhSLCPqkL._SX425_.jpg
30,Male,Boss,Retirement,5000,"Art,Photography,Vlogging,Technology",Photo Frame,Handmade with love photo frame,https://example.com/photoframe,3,https://m.media-amazon.com/images/I/41C4RggFdQL._SX300_SY300_QL70_FMwebp_.jpg
35,Male,Colleague,Retirement,10000,"Art,Reading",Spa Kit,Comfortable and useful spa kit,https://www.amazon.in/AGARO-Automatic-Adjustable-Temperature-33619/dp/B09FYZW64G/ref=sr_1_2_sspa?crid=3QGIJA7VSYYKU&dib=eyJ2IjoiMSJ9.PxwwGzGE1GT3r6AhRJOeFzUVJA2d7ETFo66_zJdJWqpJyYlg-Uibl9tw2wZqaTA8h7iyJ9agUbQMaSumteytI0Mk20DF9f5-xzXt6-zLvhPJfQbQxyW1R0of1F26Cp5fY70dAbUeKfSn25sZVGWYxdH8Z0MhMEAcSsjzcwqibv4qfUrdEmZvj89P3rmhDnCGc_ANjAb3rXuFxhMY4_rgVqYsvzAk4kUSAhcc6RDwpv32xwgqnZI9OZzpB6KHOZ_CQNRHRzNwpIdsXVneT4mHcM2w02yCbInqqdAVynxpK8g.5oQMxAM6P4-aCoYFtUH-ux_RT7hlY5vK1q0lwLolE20&dib_tag=se&keywords=folding+massage+foot+bath+tub+in+10000&qid=1746537764&sprefix=folding+massage+foot+bath+tub+in+10000%2Caps%2C177&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4,https://m.media-amazon.com/images/I/41+txdK0qoL._SY300_SX300_.jpg
24,Male,Boyfriend,Promotion,5000,"Photography,Spirituality,Investing,Crafts",Yoga Mat,Personalized for a special touch yoga mat,https://example.com/yogamat,3,https://m.media-amazon.com/images/I/31GVCmoTUML._SX300_SY300_QL70_FMwebp_.jpg
58,Male,Grandfather,Raksha Bandhan,5000,"Magic,Makeup,Nature",Bookshelf,Trendy and stylish bookshelf,https://example.com/bookshelf,4,https://m.media-amazon.com/images/I/51P2DNKxmvL._SX300_SY300_QL70_FMwebp_.jpg
18,Male,Friend,Farewell,200,"Environment,Music,Astronomy",Hiking Gear,Personalized for a special touch hiking gear,https://www.amazon.in/ZEELPETAL-Waist-Bags-Waterproof-Multicolor/dp/B0DS58N8Z5/ref=sr_1_34?crid=16B1KMHA3MO12&dib=eyJ2IjoiMSJ9.Aaklhm28WgRXN5PA1CuIQuPiclNd40kKSYCrqXe02hVO2RNOibPiKUmlUnMsxgVLfOT-SGF_JWy8IMyIT-8eswLPj0e7SGtLu2N9nPSQ1A2G6mjrQ38yB-ZU2anX0OuhHuhav5Msf3UnLaO2Bgesm3OifAJzwc8MbJqHSdQVSr3GEhu7Nz4ajan9o81iZjEYSFBc5pPzpb6iDzqBjB2we59xUIsv1eZN4RDD-x-J4-azn43QCAxH0QCgAyeSKLoe-Gm0fxgo9Cxn9SAjRjls-vutn_zyDgNbBvSFfzSMwtg.NY4msq_0GGaca_KVjT2rmFZwPaZD9ufzBqJn2r1Qt8Q&dib_tag=se&keywords=premium+hiking+equipments+fanny+pack&qid=1746538709&sprefix=premium+hiking+equipments+fanny+pack+%2Caps%2C180&sr=8-34,5,https://m.media-amazon.com/images/I/510qeYIJkmL._SL1500_.jpg
45,Female,Colleague,Raksha Bandhan,50000,"Cooking,Health,Meditation,Fitness",Backpack,High quality backpack,https://example.com/backpack,4,https://m.media-amazon.com/images/I/71r+J3NgYzL._SX679_.jpg
18,Male,Boss,Farewell,1000,"Magic,Politics",Art Supplies,High quality art supplies,https://example.com/artsupplies,4,https://m.media-amazon.com/images/I/51fSfApv5wL._SX300_SY300_QL70_FMwebp_.jpg
50,Female,Neighbor,Promotion,2000,"Photography,Animals,Politics",LED Lamp,Tech-savvy and modern led lamp,https://example.com/ledlamp,4,https://m.media-amazon.com/images/I/411v+SjYMQL._SX342_SY445_.jpg
23,Female,Grandmother,Farewell,1000,"Finance,Reading",Gaming Mouse,Eco-friendly materials gaming mouse,https://example.com/gamingmouse,5,https://m.media-amazon.com/images/I/41BbFDMMxVS._SX300_SY300_QL70_FMwebp_.jpg
30,Male,Friend,Achievement Celebration,50000,"Dance,Music",Hiking Gear,Trendy and stylish hiking gear,https://www.amazon.in/Nasmodo-Campaign-Travelling-Waterproof-Trekking/dp/B096VKSZHP/ref=sr_1_18?crid=1J14UZL2Y6LIF&dib=eyJ2IjoiMSJ9.g_JT9hE4ju28RP1a0ZNi9sjobMETNWqRoRThGpcLoaEa4Qq8IpNyyzqLyVKI2kWFCQZjV0Xq64MMJbXwbAVr1w2q7MKBR9HemuR90I6y2YR54stnz3DFokeoLintNIKMAuSW3EBnCkhVehPCfELBi2Cfi2jpjUsdcYm-4YdOGbqewev6QXILnz6-JuFdhnDkGrLxWhj2t9r7XeRNhEIsgGuGCT8ksmxVMgKL4SBN8d8Bn4LITRK6zAIwsRhV23W_6KlpQyWwnwENzlVmBRT2ywPkoe-8Edh_9ZLLjh-sPP4.wfpezuCqaLw2oTOL2MMwgCl2RbI9SpuPfqlCWFTCkKQ&dib_tag=se&keywords=premium%2Bhiking%2Bequipments%2Btent%2Bwith%2Bshed&qid=1746538808&sprefix=premium%2Bhiking%2Bequipments%2Btent%2Bwith%2Bshed%2Caps%2C230&sr=8-18&th=1,4,https://m.media-amazon.com/images/I/31a9ONnV4qL._SX300_SY300_QL70_FMwebp_.jpg
54,Female,Boss,Raksha Bandhan,50000,"Art,Fitness",Personalized Mug,Tech-savvy and modern personalized mug,https://example.com/personalizedmug,4,https://m.media-amazon.com/images/I/41SXEGUSZ-L._SX300_SY300_QL70_FMwebp_.jpg
25,Male,Husband,Baby & Expecting,200,"Cars,Crafts,Blogging,Anime",Coffee Maker,Premium design coffee maker,https://example.com/coffeemaker,5,https://m.media-amazon.com/images/I/41XzaiJwNNL._SX300_SY300_QL70_FMwebp_.jpg
50,Female,Fianc̩e,Birthday,50000,"Food,Crafts,Dance,Reading",Hiking Gear,Personalized for a special touch hiking gear,https://www.amazon.in/KNYUC-MART-Folding-Backpacking-Fishing/dp/B0CQFR4VFR/ref=sr_1_47?crid=1DKYJCS7GHE5A&dib=eyJ2IjoiMSJ9.7lLy5d-noyImjlY6AxR8fMX_NEFaoXKP-kWOVe5UNA4zXLPfNukC435ajDouuV4ie8vvFAyyL8SG65woS2YKbRxQol6cOy2v2-2WwiFMk4YVwAx4hb-7ID5oLlzcdO9a33V-EsdtaixH6o2L4xvVjFBVfSbP4G1gQy5tdHULk3VjXN0c4Ro9vxV7xjNdymHBOqBjyqEQ6Mt7QknO1dbLdpw0LFCXUmTn8DSdfRYUXfJLT5mKAU8OEdb9FU2QX0l2O7CjIXNaCpQN-MKk2tMSNJjjZeDz49YkHL2_eSVrumE.j946T692wTUlN02OVfAEu8bpO95ywyeOXA8aKk59CLc&dib_tag=se&keywords=premium%2Bhiking%2Bequipments%2Bchair%2Bfoldable&qid=1746538907&sprefix=premium%2Bhiking%2Bequipments%2Bchair%2Bfoldable%2Caps%2C234&sr=8-47&th=1,5,https://m.media-amazon.com/images/I/414wcLO67JL._SX300_SY300_QL70_FMwebp_.jpg
19,Female,Mentor,Retirement,10000,"Travel,Comedy,Technology",Coffee Maker,Personalized for a special touch coffee maker,https://example.com/coffeemaker,4,https://m.media-amazon.com/images/I/61n1lIPtE+L._SL1100_.jpg
43,Female,Aunt,Retirement,10000,"Adventure,Animals,Fashion,Environment",Elegant Pendant,Tech-savvy and modern elegant pendant,https://example.com/elegantpendant,5,https://m.media-amazon.com/images/I/61rknLeb40L._SY500_.jpg
28,Female,Fianc̩e,Bridal Shower,200,"Investing,Food",Cookware Set,Comfortable and useful cookware set,https://example.com/cookwareset,3,https://m.media-amazon.com/images/I/51EGSulsvEL._SX300_SY300_QL70_FMwebp_.jpg
42,Female,Aunt,Karva Chauth,50000,"Magic,Meditation,Comedy,Cars",Massage Gun,Comfortable and useful massage gun,https://example.com/massagegun,5,https://m.media-amazon.com/images/I/41jC-JKlbGL._SX300_SY300_QL70_FMwebp_.jpg
31,Male,Uncle,Graduation,5000,"History,Spirituality,Blogging",Leather Wallet,Comfortable and useful leather wallet,https://example.com/leatherwallet,3,https://m.media-amazon.com/images/I/31qCnxFBKzL._SX300_SY300_QL70_FMwebp_.jpg
40,Female,Fianc̩e,Promotion,10000,"Anime,Travel,Gaming",Laptop Stand,High quality laptop stand,https://example.com/laptopstand,4,https://m.media-amazon.com/images/I/31azbiuPhGL._SX300_SY300_QL70_FMwebp_.jpg
40,Female,Mother,Housewarming,10000,"Volunteering,Photography,Nature",Customized T-shirt,Trendy and stylish customized t-shirt,https://example.com/customizedt-shirt,4,https://m.media-amazon.com/images/I/714HT7k1mhL._SX679_.jpg
19,Male,Mentor,Raksha Bandhan,200,"Technology,Makeup,Adventure,Board Games",Handmade Bracelet,Premium design handmade bracelet,https://example.com/handmadebracelet,5,https://m.media-amazon.com/images/I/716wrVSSAmL._SX500_.jpg
42,Male,Father,Anniversary,10000,"Cooking,DIY",Jewelry Box,A perfect gift for any occasion jewelry box,https://example.com/jewelrybox,4,https://m.media-amazon.com/images/I/51Wc8NDmP5L._SX300_SY300_QL70_FMwebp_.jpg
28,Female,Daughter,Raksha Bandhan,200,"Art,Astronomy",Art Supplies,Eco-friendly materials art supplies,https://example.com/artsupplies,3,https://m.media-amazon.com/images/I/51mfT-WFxRL._SY300_SX300_QL70_FMwebp_.jpg
28,Female,Wife,Friendship Day,5000,"Magic,Gaming",Desk Organizer,A perfect gift for any occasion desk organizer,https://example.com/deskorganizer,5,https://m.media-amazon.com/images/I/41657+kSpwL._SY300_SX300_.jpg
26,Male,Son,Father's Day,200,"Fitness,Food",Jewelry Box,Personalized for a special touch jewelry box,https://example.com/jewelrybox,4,https://m.media-amazon.com/images/I/41RRASIKQQL._SX300_SY300_QL70_FMwebp_.jpg
25,Female,Teammate,Promotion,500,"Vlogging,Environment",LED Lamp,Handmade with love led lamp,https://example.com/ledlamp,5,https://m.media-amazon.com/images/I/415nbggcNvL._SX300_SY300_QL70_FMwebp_.jpg
36,Male,Mentor,Father's Day,1000,"Sports,DIY,Science,Makeup",Bookshelf,Comfortable and useful bookshelf,https://example.com/bookshelf,3,https://m.media-amazon.com/images/I/41xzpt8jCVL._SX300_SY300_QL70_FMwebp_.jpg
23,Female,Colleague,Housewarming,500,"Finance,Languages",Jewelry Box,Comfortable and useful jewelry box,https://example.com/jewelrybox,3,https://m.media-amazon.com/images/I/81xKVfcJASL._SY500_.jpg
52,Male,Brother,Housewarming,1000,"Crafts,Blogging",Cookware Set,Compact and practical cookware set,https://example.com/cookwareset,5,https://m.media-amazon.com/images/I/51HaYVy6TnL._SX300_SY300_QL70_FMwebp_.jpg
29,Male,Husband,Housewarming,50000,"Comedy,Politics,Gardening,Meditation",Smartwatch,Compact and practical smartwatch,https://example.com/smartwatch,5,https://m.media-amazon.com/images/I/41JOEoDB3CL._SX300_SY300_QL70_FMwebp_.jpg
38,Male,Teacher,Retirement,1000,"Health,Travel",Gaming Mouse,Handmade with love gaming mouse,https://example.com/gamingmouse,4,https://m.media-amazon.com/images/I/31xsKmxYpBL._SX300_SY300_QL70_FMwebp_.jpg
46,Female,Boss,Promotion,5000,"Technology,Vlogging,Home Decor,Science",Desk Organizer,Compact and practical desk organizer,https://example.com/deskorganizer,5,https://m.media-amazon.com/images/I/41znuuJM8OL._SX300_SY300_QL70_FMwebp_.jpg
54,Female,Colleague,Women's Day,200,"Coding,Magic,Meditation",Backpack,High quality backpack,https://example.com/backpack,3,https://m.media-amazon.com/images/I/81+kiRK+tGL._SX569_.jpg
35,Male,Husband,Father's Day,500,"Podcasts,Movies,Crafts",Yoga Mat,High quality yoga mat,https://example.com/yogamat,3,https://m.media-amazon.com/images/I/41lZy1VLKdL._SX300_SY300_QL70_FMwebp_.jpg
34,Male,Mentor,Birthday,1000,"Art,Podcasts",Photo Frame,Compact and practical photo frame,https://example.com/photoframe,5,https://m.media-amazon.com/images/I/41Kf0pB+DOL._SY300_SX300_.jpg
18,Female,Boss,Karva Chauth,500,"DIY,Travel,Adventure,Blogging",Hiking Gear,Comfortable and useful hiking gear,https://www.amazon.in/EMDMAK-Survival-Emergency-Travelling-Adventures/dp/B06W54RXNR/ref=sr_1_7?crid=2ZAYJ9V1JRWDO&dib=eyJ2IjoiMSJ9.x6a63rySIpIF0f1jPGo2rUQpgCs-ywt90kxgcFU8HxEsesT2QQobxqeFmEO1XSHtT613O0tqgS8NOViXJQu1gQ.bMmTVXnd12RWk9UaqWH8FFLybtb8ekWCJWUFzQLt7B0&dib_tag=se&keywords=premium%2Bhiking%2Bequipment%2Bbelistar&qid=1746538999&sprefix=premium%2Bhiking%2Bequipment%2Bbelistar%2Caps%2C226&sr=8-7&th=1,4,https://m.media-amazon.com/images/I/41Q5NE+mJ7L._SY300_SX300_.jpg
55,Male,Neighbor,Retirement,1000,"Anime,Travel",Subscription Box,Tech-savvy and modern subscription box,https://www.amazon.in/PieceSet-PRB01-Premium-Booster-Best/dp/B0D1BJFGWP/ref=sr_1_14?crid=YTIFLTNFL60T&dib=eyJ2IjoiMSJ9.KMeED2NkonsoWFrZWcWpe_LTb8ELqeuo02cF_I0QMj9CLQIhE-cyo5_ZG-9E424p_C9wz5qAND7cv3kBS2gdP9Z1paGz2RtwmXQr6JI1OP6KESOECOeOSsPiwTWcqKcWGHsiS51n2BMI9Z0nVG7X2sH-PvFtwBxgo9rzO4A25JDDe1guVEg8pJixeCvjiUSHM-WNbujwCZNzpfiz5yBAkaBBNSV-H3msXep1HTHX8X15bn2gOYE_J9qbLpsePXPttDiIkXVNienlBN1S9_zmrB1TWlmYO7cC0FkFAAeg39Q.d7bcHpWeSBvzNoZd6udqhqTRsuiv5n1WiHnfvMPNnWY&dib_tag=se&keywords=the+one+piece+card+game&qid=1746538213&sprefix=the+one+piece+card+game%2Caps%2C200&sr=8-14,4,https://m.media-amazon.com/images/I/41Q36WwZRpL._SX300_SY300_QL70_FMwebp_.jpg
38,Female,Daughter,Diwali,200,"Cooking,Food",Mini Projector,Tech-savvy and modern mini projector,https://example.com/miniprojector,4,https://m.media-amazon.com/images/I/411RZ0UxkOL._SX300_SY300_QL70_FMwebp_.jpg
57,Female,Cousin,Baby & Expecting,2000,"Cars,Education,Nature",Leather Wallet,Personalized for a special touch leather wallet,https://example.com/leatherwallet,5,https://m.media-amazon.com/images/I/31Bk2REiexL._SY300_SX300_.jpg
58,Female,Friend,Mother's Day,200,"Education,Languages,Home Decor,Coding",Desk Organizer,A perfect gift for any occasion desk organizer,https://example.com/deskorganizer,3,https://m.media-amazon.com/images/I/41ESWIrT2LL._SX300_SY300_QL70_FMwebp_.jpg
60,Male,Uncle,Friendship Day,500,"Animals,Adventure",Leather Wallet,A perfect gift for any occasion leather wallet,https://example.com/leatherwallet,5,https://m.media-amazon.com/images/I/51P+GRLC9FL._SY300_SX300_.jpg
40,Female,Neighbor,Achievement Celebration,500,"DIY,Public Speaking,Podcasts,Blogging",Spa Kit,Eco-friendly materials spa kit,https://www.amazon.in/Bryan-Complete-Diwali-Skin-Friendly-Paraben/dp/B07F74BBZ8/ref=sr_1_9?crid=33PASXKJHSLEP&dib=eyJ2IjoiMSJ9.7JbtpTv-XfEdn6gJjDgougYnm0c57T9sMel0UOoqqyvhrqJ2QQGyR_eHqIEDMaLBJgT153SYxBJuZTU241pqPAGB67WeF5TkRfeUyXMp94PPwX9OkjBszh14qOOXpYHIOkRKlk_ytiPWr58sak69ITP7K4xDegofV67BjGKiMrqeNWW4x9ttXvsTAMOn-iI4zG3dbdnwaziPumf3TfRiaqpFHO82-C87wUGXbu9ohjQlfkjEcj-PL1KfwB3OT87Mm6yxeeZh81M8RBXL7l32opNjMsx6cZMNqYk0VUH1UF0.yRpGujJMYYzBHXi9aFAUn5i7yMCeC7y-kaVa9pXx6EQ&dib_tag=se&keywords=bryan+and+candy+gift+set&qid=1746537895&sprefix=bryan+and+ca%2Caps%2C249&sr=8-9,3,https://m.media-amazon.com/images/I/41J4-QQNCXL._SX300_SY300_QL70_FMwebp_.jpg
27,Male,Friend,Graduation,10000,"Gardening,Languages,Makeup,Spirituality",Jewelry Box,Comfortable and useful jewelry box,https://example.com/jewelrybox,4,https://m.media-amazon.com/images/I/61YrFaEyc0L._SY450_.jpg
53,Female,Teacher,Baby & Expecting,1000,"Adventure,History",Art Supplies,Handmade with love art supplies,https://example.com/artsupplies,3,https://m.media-amazon.com/images/I/51eZqmOH0sL._SX300_SY300_QL70_FMwebp_.jpg
46,Female,Mother,New Year's,200,"Fitness,Public Speaking,Magic,Finance",Smartwatch,A perfect gift for any occasion smartwatch,https://example.com/smartwatch,3,https://m.media-amazon.com/images/I/61PiR6vPa4L._SX569_.jpg
51,Male,Uncle,Housewarming,50000,"Fitness,Nature",Massage Gun,Tech-savvy and modern massage gun,https://example.com/massagegun,4,https://m.media-amazon.com/images/I/31mwvVg7NWL._SX300_SY300_QL70_FMwebp_.jpg
55,Male,Friend,Baby & Expecting,500,"Photography,Travel",Painting Kit,Compact and practical painting kit,https://example.com/paintingkit,3,https://m.media-amazon.com/images/I/510o4fWJOOL._SX300_SY300_QL70_FMwebp_.jpg
45,Male,Son,New Year's,50000,"Board Games,Meditation,Languages,Comedy",Art Supplies,Premium design art supplies,https://example.com/artsupplies,5,https://m.media-amazon.com/images/I/81-DjeKrt0L._SX425_.jpg
46,Female,Grandmother,New Year's,10000,"Meditation,Travel,Reading",Scented Candles,High quality scented candles,https://example.com/scentedcandles,4,https://m.media-amazon.com/images/I/51ZNw6c6qtL._SY445_SX342_QL70_FMwebp_.jpg
44,Male,Boyfriend,New Year's,2000,"Gardening,Comedy,Sports,Animals",Indoor Plant,Premium design indoor plant,https://example.com/indoorplant,5,https://m.media-amazon.com/images/I/41on7eSpBqL._SX300_SY300_QL70_FMwebp_.jpg
31,Female,Friend,Promotion,200,"Science,Languages,Coding",Smartwatch,A perfect gift for any occasion smartwatch,https://example.com/smartwatch,5,https://m.media-amazon.com/images/I/61w+WVm67yL._SX569_.jpg
57,Female,Aunt,Bridal Shower,10000,"Public Speaking,Astronomy,Coding",Bookshelf,A perfect gift for any occasion bookshelf,https://example.com/bookshelf,5,https://m.media-amazon.com/images/I/51zNC090v4L._SX300_SY300_QL70_FMwebp_.jpg
29,Male,Uncle,Diwali,500,"Reading,Art,Sports,Science",Cookware Set,Tech-savvy and modern cookware set,https://example.com/cookwareset,4,https://m.media-amazon.com/images/I/41gbM8MzDyL._SX300_SY300_QL70_FMwebp_.jpg
26,Female,Neighbor,Friendship Day,5000,"Blogging,Fitness",PS5 Controller,Personalized for a special touch ps5 controller,https://example.com/ps5controller,5,https://m.media-amazon.com/images/I/41ab6BapiyL._SX300_SY300_QL70_FMwebp_.jpg
32,Female,Daughter,Promotion,50000,"Music,Adventure,Fashion,Anime",Gaming Mouse,Comfortable and useful gaming mouse,https://example.com/gamingmouse,3,https://m.media-amazon.com/images/I/31vZFbCT6gL._SX300_SY300_QL70_FMwebp_.jpg
30,Male,Friend,Sports Victory,5000,"Movies,Board Games,Investing",Smartwatch,Handmade with love smartwatch,https://example.com/smartwatch,3,https://m.media-amazon.com/images/I/410M25g-LkL._SX300_SY300_QL70_FMwebp_.jpg
27,Male,Husband,Birthday,5000,"Finance,Movies",Camera Lens,High quality camera lens,https://example.com/cameralens,5,https://m.media-amazon.com/images/I/418McKfcZPL._SY300_SX300_QL70_FMwebp_.jpg
40,Male,Husband,Promotion,10000,"Travel,Vlogging",Bluetooth Speaker,Compact and practical bluetooth speaker,https://example.com/bluetoothspeaker,4,https://m.media-amazon.com/images/I/41giaP+gTUL._SY300_SX300_.jpg
